,date,catch.volume,id.ves,id.own,lower_bond,upper_bond,anomalies
32,2022-03-31,1.658,653,934,-0.4146211995349889,13.754121199534989,0
33,2022-04-01,6.7330000000000005,653,934,-0.7541211995349872,13.41462119953499,0
34,2022-04-02,10.121,653,934,-0.5353711995349881,13.633371199534988,0
35,2022-04-03,8.331999999999999,653,934,-0.3733711995349882,13.795371199534989,0
36,2022-04-04,9.343,653,934,1.5478788004650124,15.71662119953499,0
37,2022-04-05,3.965,653,934,0.8558788004650104,15.024621199534987,0
38,2022-04-11,3.742,653,934,-0.738871199534989,13.429871199534988,0
39,2022-04-12,3.118,653,934,-2.0423711995349887,12.126371199534988,0
40,2022-04-13,5.361000000000001,653,934,-3.0378711995349885,11.130871199534988,0
41,2022-04-14,6.920999999999999,653,934,-2.2988711995349886,11.869871199534987,0
42,2022-04-15,5.59,653,934,-1.836871199534989,12.331871199534987,0
43,2022-04-16,4.864,653,934,-1.4003711995349883,12.76837119953499,0
44,2022-04-17,3.9,653,934,-1.7656211995349889,12.403121199534988,0
45,2022-04-18,5.091,653,934,-2.2231211995349884,11.945621199534989,0
46,2022-04-19,5.747999999999999,653,934,-2.183621199534988,11.985121199534989,0
47,2022-05-05,0.899,653,934,-3.174871199534989,10.993871199534988,0
48,2022-05-06,4.313,653,934,-3.071621199534988,11.097121199534989,0
49,2022-05-07,2.392,653,934,-3.746371199534989,10.422371199534988,0
50,2022-05-08,1.17,653,934,-4.890871199534988,9.277871199534989,0
51,2022-05-09,0.74,653,934,-4.930621199534988,9.238121199534989,0
52,2022-05-10,1.43,653,934,-5.651371199534989,8.517371199534988,0
53,2022-05-11,1.79,653,934,-5.801871199534989,8.36687119953499,0
54,2022-05-12,2.056,653,934,-5.580371199534989,8.588371199534988,0
55,2022-05-25,4.266,653,934,-4.698871199534988,9.469871199534989,0
0,2022-01-05,8.064,1364,1273,,,0
1,2022-01-09,21.265,1364,1273,,,0
2,2022-01-10,20.569,1364,1273,,,0
3,2022-01-11,22.378,1364,1273,4.692202657787666,31.44579734221233,0
4,2022-01-12,1.654,1364,1273,3.0897026577876634,29.84329734221233,1
5,2022-01-23,21.916,1364,1273,3.252452657787666,30.006047342212334,0
6,2022-01-24,17.238,1364,1273,2.4197026577876652,29.17329734221233,0
7,2022-01-26,21.18,1364,1273,2.120202657787667,28.873797342212335,0
8,2022-02-02,17.836,1364,1273,6.1657026577876675,32.91929734221233,0
9,2022-02-03,20.584,1364,1273,5.8327026577876655,32.58629734221233,0
10,2022-02-04,14.364999999999998,1364,1273,5.114452657787668,31.868047342212336,0
11,2022-02-11,21.876,1364,1273,5.288452657787667,32.042047342212335,0
12,2022-02-14,13.068,1364,1273,4.096452657787667,30.850047342212335,0
13,2022-02-15,16.551,1364,1273,3.088202657787667,29.84179734221233,0
14,2022-02-24,4.833,1364,1273,0.7052026577876678,27.458797342212335,0
15,2022-02-26,21.638,1364,1273,0.6457026577876679,27.399297342212336,0
16,2022-02-27,19.14,1364,1273,2.1637026577876686,28.917297342212336,0
17,2022-02-28,22.407,1364,1273,3.627702657787667,30.381297342212335,0
18,2022-03-01,12.243,1364,1273,5.48020265778767,32.233797342212334,0
19,2022-03-02,24.721,1364,1273,6.250952657787666,33.004547342212334,0
20,2022-03-03,9.295,1364,1273,3.7897026577876662,30.543297342212334,0
21,2022-03-05,23.74,1364,1273,4.122952657787666,30.876547342212334,0
22,2022-03-06,16.219,1364,1273,5.116952657787666,31.870547342212333,0
23,2022-03-08,14.784,1364,1273,2.632702657787666,29.38629734221233,0
24,2022-03-09,19.064,1364,1273,5.074952657787664,31.82854734221233,0
25,2022-03-13,13.696000000000002,1364,1273,2.5639526577876683,29.317547342212336,0
26,2022-03-24,11.857,1364,1273,1.473452657787666,28.22704734221233,0
27,2022-03-29,7.781000000000001,1364,1273,-0.27729734221233215,26.476297342212334,0
28,2022-03-30,13.312000000000001,1364,1273,-1.7152973422123328,25.03829734221233,0
29,2022-03-31,12.506,1364,1273,-2.012797342212332,24.740797342212332,0
30,2022-04-03,13.833,1364,1273,-1.5187973422123324,25.23479734221233,0
31,2022-04-12,19.305,1364,1273,1.3622026577876678,28.115797342212332,0
32,2022-04-13,17.712,1364,1273,2.4622026577876674,29.215797342212333,0
33,2022-04-14,6.765,1364,1273,1.0269526577876675,27.780547342212333,0
34,2022-04-17,14.318999999999999,1364,1273,1.1484526577876668,27.902047342212335,0
35,2022-04-18,12.614,1364,1273,-0.524297342212332,26.229297342212334,0
36,2022-04-19,10.43,1364,1273,-2.344797342212333,24.40879734221233,0
37,2022-04-22,12.504999999999999,1364,1273,-0.9097973422123342,25.843797342212333,0
38,2022-04-26,14.885,1364,1273,-0.7682973422123336,25.985297342212334,0
39,2022-04-29,15.698,1364,1273,0.0027026577876672064,26.756297342212335,0
40,2022-04-30,12.546,1364,1273,0.5317026577876671,27.28529734221233,0
41,2022-05-06,15.264,1364,1273,1.2214526577876672,27.975047342212335,0
42,2022-05-16,0.35,1364,1273,-2.4122973422123337,24.341297342212332,0
0,2022-01-05,6.057,310,913,,,0
1,2022-01-06,8.784,310,913,,,0
2,2022-01-07,8.559,310,913,,,0
3,2022-01-11,1.8,310,913,-36.92236143753528,49.522361437535274,0
4,2022-01-12,11.46,310,913,-35.571611437535275,50.87311143753528,0
5,2022-01-21,27.12,310,913,-30.987611437535275,55.457111437535275,0
6,2022-01-26,42.09,310,913,-22.604861437535273,63.839861437535276,0
7,2022-01-28,5.328,310,913,-21.722861437535272,64.72186143753528,0
8,2022-01-29,25.972,310,913,-18.094861437535275,68.34986143753528,0
9,2022-01-30,12.24,310,913,-21.81486143753527,64.62986143753528,0
10,2022-01-31,30.31,310,913,-24.759861437535275,61.684861437535275,0
11,2022-02-02,42.27,310,913,-15.524361437535276,70.92036143753528,0
12,2022-02-06,1.72,310,913,-21.58736143753527,64.85736143753527,0
13,2022-02-07,2.33,310,913,-24.064861437535274,62.37986143753528,0
14,2022-02-11,2.9,310,913,-30.917361437535273,55.527361437535276,0
15,2022-02-12,47.14,310,913,-29.699861437535276,56.74486143753528,0
16,2022-02-16,49.866,310,913,-17.663361437535272,68.78136143753528,0
17,2022-02-19,17.815,310,913,-13.792111437535272,72.65261143753528,0
18,2022-02-20,47.914,310,913,-2.5386114375352733,83.90611143753529,0
19,2022-02-22,44.029,310,913,-3.316361437535271,83.12836143753529,0
20,2022-02-24,34.1,310,913,-7.257861437535276,79.18686143753527,0
21,2022-02-28,30.196,310,913,-4.1626114375352685,82.28211143753529,0
22,2022-03-08,1.48,310,913,-15.771111437535271,70.67361143753529,0
23,2022-03-09,7.917,310,913,-24.799111437535274,61.64561143753528,0
24,2022-03-13,9.0,310,913,-31.074111437535272,55.37061143753528,0
25,2022-03-14,51.281,310,913,-25.802861437535274,60.64186143753528,0
26,2022-03-16,7.5,310,913,-24.297861437535275,62.14686143753528,0
27,2022-03-17,29.668,310,913,-18.860111437535274,67.58461143753527,0
28,2022-03-21,22.0,310,913,-15.610111437535274,70.83461143753527,0
29,2022-03-26,2.22,310,913,-27.875361437535272,58.56936143753528,0
30,2022-03-27,3.08,310,913,-28.980361437535272,57.46436143753528,0
31,2022-03-31,22.977,310,913,-30.653111437535273,55.79161143753528,0
0,2022-01-06,0.934,1546,1106,,,0
1,2022-01-07,3.448,1546,1106,,,0
2,2022-01-08,5.453,1546,1106,,,0
3,2022-01-09,10.041,1546,1106,0.7845056426881793,9.153494357311821,1
4,2022-01-10,9.277,1546,1106,2.8702556426881793,11.239244357311822,0
5,2022-01-11,7.32,1546,1106,3.8382556426881793,12.207244357311822,0
6,2022-01-15,2.977,1546,1106,3.2192556426881787,11.58824435731182,1
7,2022-01-16,9.683,1546,1106,3.1297556426881785,11.498744357311821,0
8,2022-01-17,1.665,1546,1106,1.226755642688179,9.59574435731182,0
9,2022-01-28,1.121,1546,1106,-0.322994357311821,8.045994357311821,0
10,2022-01-29,2.993,1546,1106,-0.318994357311821,8.049994357311821,0
11,2022-01-30,2.972,1546,1106,-1.996744357311821,6.372244357311821,0
12,2022-01-31,3.923,1546,1106,-1.4322443573118209,6.936744357311821,0
13,2022-02-01,2.409,1546,1106,-1.1102443573118213,7.258744357311821,0
14,2022-02-02,0.067,1546,1106,-1.8417443573118213,6.527244357311821,0
15,2022-02-03,0.35,1546,1106,-2.4972443573118213,5.871744357311821,0
16,2022-02-04,1.419,1546,1106,-3.1232443573118207,5.245744357311821,0
17,2022-02-05,3.422,1546,1106,-2.869994357311821,5.498994357311821,0
18,2022-02-06,4.253,1546,1106,-1.8234943573118212,6.545494357311821,0
19,2022-02-07,4.62,1546,1106,-0.7559943573118209,7.6129943573118215,0
20,2022-02-08,5.11,1546,1106,0.16675564268817933,8.53574435731182,0
21,2022-02-09,2.573,1546,1106,-0.04549435731182072,8.323494357311821,0
22,2022-02-10,2.505,1546,1106,-0.482494357311821,7.886494357311821,0
23,2022-02-11,2.273,1546,1106,-1.0692443573118209,7.2997443573118215,0
24,2022-02-12,0.258,1546,1106,-2.282244357311821,6.0867443573118205,0
25,2022-02-24,1.102,1546,1106,-2.649994357311821,5.718994357311821,0
26,2022-02-26,1.009,1546,1106,-3.023994357311821,5.344994357311821,0
27,2022-02-27,0.587,1546,1106,-3.445494357311821,4.923494357311821,0
28,2022-02-28,1.103,1546,1106,-3.234244357311821,5.1347443573118206,0
29,2022-03-01,1.559,1546,1106,-3.119994357311821,5.248994357311821,0
30,2022-03-02,1.819,1546,1106,-2.917494357311821,5.451494357311821,0
31,2022-03-03,0.736,1546,1106,-2.880244357311821,5.4887443573118215,0
32,2022-03-06,0.268,1546,1106,-3.088994357311821,5.279994357311821,0
33,2022-03-07,1.164,1546,1106,-3.187744357311821,5.1812443573118205,0
34,2022-03-08,1.335,1546,1106,-3.308744357311821,5.060244357311821,0
35,2022-03-09,2.033,1546,1106,-2.984494357311821,5.384494357311821,0
36,2022-03-10,1.921,1546,1106,-2.571244357311821,5.797744357311821,0
37,2022-03-11,2.146,1546,1106,-2.3257443573118213,6.043244357311821,0
38,2022-03-12,2.231,1546,1106,-2.101744357311821,6.267244357311821,0
39,2022-03-13,2.263,1546,1106,-2.044244357311821,6.324744357311821,0
40,2022-03-14,2.361,1546,1106,-1.934244357311821,6.434744357311821,0
41,2022-03-15,2.478,1546,1106,-1.851244357311821,6.5177443573118214,0
42,2022-03-16,2.517,1546,1106,-1.779744357311821,6.589244357311821,0
43,2022-03-17,2.573,1546,1106,-1.7022443573118209,6.666744357311821,0
44,2022-03-18,1.97,1546,1106,-1.799994357311821,6.568994357311821,0
45,2022-03-19,1.636,1546,1106,-2.010494357311821,6.358494357311821,0
46,2022-04-02,1.174,1546,1106,-2.346244357311821,6.0227443573118205,0
47,2022-04-03,1.096,1546,1106,-2.715494357311821,5.653494357311821,0
48,2022-04-04,1.432,1546,1106,-2.8499943573118207,5.518994357311821,0
49,2022-04-05,1.831,1546,1106,-2.801244357311821,5.56774435731182,0
50,2022-04-06,1.314,1546,1106,-2.766244357311821,5.6027443573118205,0
51,2022-04-07,1.506,1546,1106,-2.663744357311821,5.7052443573118214,0
52,2022-04-08,1.865,1546,1106,-2.555494357311821,5.813494357311821,0
53,2022-04-09,2.602,1546,1106,-2.3627443573118208,6.006244357311822,0
54,2022-04-10,1.339,1546,1106,-2.3564943573118207,6.012494357311821,0
55,2022-04-13,6.195,1546,1106,-1.1842443573118207,7.184744357311821,0
56,2022-04-14,10.281,1546,1106,0.9197556426881794,9.28874435731182,1
57,2022-04-15,8.077,1546,1106,2.288505642688179,10.65749435731182,0
58,2022-04-16,9.322,1546,1106,4.284255642688179,12.65324435731182,0
59,2022-04-17,4.643,1546,1106,3.896255642688179,12.265244357311822,0
60,2022-05-07,1.284,1546,1106,1.6470056426881783,10.01599435731182,1
61,2022-05-08,1.526,1546,1106,0.009255642688178689,8.378244357311821,0
62,2022-05-09,2.097,1546,1106,-1.7969943573118217,6.57199435731182,0
63,2022-05-10,2.247,1546,1106,-2.3959943573118214,5.972994357311821,0
64,2022-05-11,2.651,1546,1106,-2.0542443573118216,6.31474435731182,0
65,2022-05-12,2.103,1546,1106,-1.9099943573118212,6.458994357311821,0
66,2022-05-13,0.598,1546,1106,-2.2847443573118214,6.084244357311821,0
67,2022-05-14,1.753,1546,1106,-2.4082443573118213,5.960744357311821,0
68,2022-05-15,2.541,1546,1106,-2.4357443573118216,5.93324435731182,0
69,2022-05-16,1.534,1546,1106,-2.5779943573118214,5.7909943573118206,0
70,2022-05-17,5.457,1546,1106,-1.3632443573118218,7.00574435731182,0
71,2022-05-18,6.666,1546,1106,-0.13499435731182174,8.23399435731182,0
72,2022-05-19,4.371,1546,1106,0.3225056426881787,8.691494357311822,0
73,2022-05-20,6.735,1546,1106,1.6227556426881788,9.99174435731182,0
74,2022-05-21,5.613,1546,1106,1.6617556426881785,10.030744357311821,0
75,2022-05-22,5.203,1546,1106,1.2960056426881783,9.66499435731182,0
76,2022-05-23,4.182,1546,1106,1.2487556426881792,9.617744357311821,0
0,2022-01-06,0.452,1543,1106,,,0
1,2022-01-07,6.843,1543,1106,,,0
2,2022-01-08,8.062,1543,1106,,,0
3,2022-01-09,11.836,1543,1106,0.4248976053976943,13.171602394602305,0
4,2022-01-10,13.968,1543,1106,3.803897605397694,16.550602394602304,0
5,2022-01-11,7.469,1543,1106,3.960397605397695,16.707102394602305,0
6,2022-01-15,0.811,1543,1106,2.147647605397694,14.894352394602304,1
7,2022-01-16,4.361,1543,1106,0.27889760539769437,13.025602394602306,0
8,2022-04-22,2.894,1543,1106,-2.489602394602305,10.257102394602306,0
9,2022-04-23,2.009,1543,1106,-3.8546023946023054,8.892102394602304,0
10,2022-04-24,3.412,1543,1106,-3.2043523946023056,9.542352394602304,0
11,2022-04-25,2.409,1543,1106,-3.692352394602305,9.054352394602304,0
12,2022-04-26,2.296,1543,1106,-3.8418523946023053,8.904852394602305,0
